veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
42430308-42437654_vt1.0;345.86200993195587;0.0;35;76;False
42430308-42437654_vt2.0;334.39451077634004;0.0;39;82;False
62915509-62915525_vt1.0;516.0919905412791;38.0;1;101;False
62915509-62915525_vt2.0;505.4640389457343;31.0;5;108;False
5481838621-5481838629_vt1.0;231.19337021528668;38.0;54;122;False
42435644-593915305_vt1.0;775.1904042790698;22.0;15;125;False
42435644-593915305_vt2.0;770.0815135012255;9.0;19;130;False
42435644-593915274_vt1.0;808.3215629391182;16.0;8;130;False
5458524666-62915525_vt2.0;526.9391872741439;5.0;54;131;False
5458524666-62915525_vt1.0;529.2606070007578;28.0;26;133;False
593915267-593915274_vt1.0;737.0096440838731;26.0;14;135;False
593915267-593915274_vt2.0;726.4732820705123;18.0;18;142;False
593915213-593915305_vt1.0;1203.1238849299252;19.0;1;151;False
593915267-593915305_vt1.0;844.9674779130949;45.0;7;153;False
593915213-593915274_vt1.0;1090.769706540642;14.0;8;155;False
5481838621-5481838629_vt2.0;221.6717221661432;70.0;55;165;False
593915213-593915274_vt2.0;1080.5341839197781;8.0;11;165;False
5458524666-5481838629_vt1.0;562.1547253195309;61.0;25;168;False
5458524666-5481838629_vt2.0;558.2999674590764;37.0;53;171;False
42435644-593915202_vt1.0;884.6963438271083;57.0;1;174;False
42446668-593915305_vt1.0;318.0014009001022;22.0;115;180;False
42435644-593915274_vt2.0;809.1727139087243;48.0;12;180;False
42435644-593915202_vt2.0;876.6750000814226;55.0;5;186;False
42446668-593915305_vt2.0;316.555344232181;22.0;118;188;False
42446668-593915274_vt1.0;363.63926007386885;23.0;112;190;False
42443804-561042200_vt1.0;775.7436994524357;58.0;34;191;False
42446668-593915202_vt2.0;430.62365507843873;26.0;109;195;False
42446668-593915274_vt2.0;361.7450612679447;22.0;114;197;False
5481838621-62915525_vt1.0;835.1814015882924;53.0;47;198;False
42435644-593915305_vt1.1;778.0927152529008;26.0;86;200;False
