veh_ID;distance;total_accumulated_waiting_time;dep_time;arr_time;teleported
62915509-62915525_vt1.0;517.9819894415241;23.0;1;86;False
62915509-62915525_vt2.0;512.9882403739957;15.0;5;93;False
42430308-42437654_vt1.0;343.08750496969424;26.0;34;106;False
42430308-42437654_vt2.0;337.1984070343184;26.0;37;110;False
593915267-593915274_vt1.0;730.6420817352076;9.0;14;113;False
42435644-593915305_vt1.0;780.4089981971174;11.0;15;114;False
42435644-593915305_vt2.0;771.3246051479675;1.0;19;119;False
593915267-593915274_vt2.0;730.6119470481666;5.0;18;120;False
593915267-593915305_vt1.0;848.7783844902801;25.0;7;131;False
5481838621-5481838629_vt1.0;228.35534892725445;40.0;58;133;False
5481838621-5481838629_vt2.0;229.31894672311938;38.0;59;138;False
593915267-593915305_vt2.0;843.0035710366477;16.0;11;141;False
5458524666-5481838629_vt1.0;555.1538527355598;44.0;25;142;False
5458524666-62915525_vt1.0;522.7714054777081;44.0;26;145;False
42435644-593915274_vt1.0;814.7098209734697;30.0;8;154;False
42435644-593915202_vt1.0;884.4988924476918;45.0;1;158;False
42435644-593915274_vt2.0;809.5741071602591;26.0;12;161;False
42443804-561042200_vt1.0;766.8366156454058;27.0;34;163;False
42446668-593915305_vt1.0;317.3431833959795;14.0;106;168;False
42446668-593915305_vt2.0;312.7427673610256;13.0;110;169;False
42435644-593915305_vt1.1;772.3403958114503;5.0;87;173;False
42446668-593915274_vt2.0;362.8970048067675;13.0;103;174;False
42443804-561042200_vt2.0;770.1288467919289;22.0;38;174;False
593915213-62915525_vt1.0;1019.147351893352;48.0;14;181;False
42443804-42446977_vt1.0;687.9471051082002;30.0;70;191;False
42435644-42437654_vt1.0;561.4254582775794;6.0;118;191;False
42443804-42443950_vt1.0;793.0257644171187;61.0;27;191;False
42443804-42443950_vt2.0;784.3974728323309;48.0;31;192;False
42435644-42437654_vt2.0;561.37996423898;0.0;121;192;False
42443804-42446977_vt2.0;686.6767226676036;25.0;73;194;False
593915213-62915525_vt2.0;1017.7213726463767;41.0;18;197;False
593915267-62915525_vt1.0;1228.6638969956518;52.0;1;199;False
42435644-593915202_vt2.0;879.8050225614519;61.0;5;200;False
